date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Los Angeles County,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York city,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2009/9/1,232387,29587,321732,105504,2216222,222397,166278,37674,35874,927363,518785,43312,69745,715838,337281,109178,109657,226977,603280,144895,59256,236533,292602,660700,233204,123007,286337,35694,47541,170911,48190,437732,68674,851589,396241,500655,14351,625498,122657,209702,520209,66418,256520,20198,318169,997360,104850,22903,295861,310345,71433,286958,20509
2009/10/1,234565,29677,325044,105375,2235718,224292,169663,38012,36114,942507,519115,43474,69563,728474,335272,108654,108876,224950,606160,144639,59422,238210,293293,649626,231070,125682,287712,36009,47804,173754,48648,444236,68981,858206,399692,499839,14414,634404,122618,208427,518976,66489,258193,20336,318486,995999,105895,23169,300780,312330,71334,285812,21190
2009/11/1,235936,29849,327459,105666,2256069,228289,173172,38416,36209,956908,518686,43673,69533,740581,335453,108303,108402,223980,609297,144919,59847,240902,293875,641372,229679,128517,289608,36466,48197,176724,49067,448913,69605,863412,401508,503222,14530,643827,122845,208974,521032,66757,259273,20575,319043,995188,106757,23469,306338,315363,71612,285724,21970
2009/12/1,236863,30103,329346,106294,2278113,233830,176760,38803,36156,970331,518045,43881,69676,750133,337185,108148,108292,223959,613349,145984,60421,244080,294492,636303,229007,130958,292043,36982,48581,179953,49357,452128,70588,867409,402273,509443,14647,652069,123106,210959,526644,67185,259477,20908,319829,997603,107533,23752,311746,318670,72089,286067,22630
2010/1/1,237112,30318,330446,106806,2296700,239498,179962,39004,35920,980578,516328,43993,69652,754040,338494,107766,108250,223837,617331,147661,60836,246351,294509,631732,228269,132455,293818,37368,48827,182941,49319,453485,71670,868730,401761,515993,14690,656099,122943,213428,533380,67600,258274,21268,319789,1002037,108163,23920,315614,321085,72369,285509,23007
2010/2/1,236299,30378,330353,106833,2307066,243728,182294,38948,35531,986380,512537,43993,69322,750726,338040,106830,107855,222652,620144,149332,60876,246883,293326,625507,226606,133035,294212,37504,48857,185230,48834,452724,72556,866518,399764,519923,14637,653608,122153,215399,538198,67807,255689,21569,317717,1005535,108553,23906,317066,321633,72122,282870,22958
2010/3/1,234363,30258,328982,106443,2308593,245954,183602,38700,35068,988563,507279,43959,68743,740811,335722,105361,106889,220172,621471,150815,60539,245867,290857,617578,224022,132793,293307,37347,48543,186616,47963,450319,73152,861531,396443,519151,14503,644684,120696,216321,539045,67760,252500,21775,313660,1006660,108674,23716,316180,320299,71375,277962,22516
2010/4/1,231518,29974,326544,105902,2302825,246407,183959,38357,34608,988569,501802,43919,67999,726217,331925,103721,105542,216719,621340,152311,59892,244027,287330,608641,220795,131971,291396,36931,47865,187088,46811,446863,73438,854647,392224,513221,14316,631339,118618,216103,535093,67471,249384,21890,308342,1004586,108517,23401,313369,317802,70369,271479,21842
2010/5/1,228021,29529,323003,105303,2290204,245654,183464,37973,34182,986765,496632,43850,67151,708426,326950,102142,103940,212697,619453,153898,59025,241744,282960,599669,217375,130862,288737,36330,46948,186681,45512,442460,73415,845990,387190,503167,14100,615742,116072,214880,526880,66931,246361,21908,302498,998844,108053,22996,309103,314941,69328,264504,21088
2010/6/1,224759,29035,319119,104896,2276629,245090,182685,37645,33875,985351,493129,43866,66387,690796,321859,100842,102638,209092,617302,155790,58205,239728,278673,592542,214574,129964,286298,35704,46112,185948,44349,438020,73186,837267,381971,492079,13893,600751,113670,213428,517707,66336,243796,21841,297581,992637,107424,22581,304708,312969,68562,258494,20445
2010/7/1,222755,28705,315842,104977,2270384,246120,182327,37452,33784,987031,492731,44048,65849,676780,317709,100168,102022,206971,617091,158015,57704,238724,275567,588962,213313,129911,285096,35238,45587,185738,43575,434810,72837,830750,377452,483360,13748,589137,112126,212582,511256,65917,242315,21754,294849,990246,106879,22257,301387,312547,68385,254482,20021
2010/8/1,222369,28659,313514,105610,2273365,248724,182587,37372,33888,991483,495262,44337,65551,666954,314480,100123,102038,206523,619178,160182,57567,238790,273871,570997,213625,130596,285541,35030,45407,186315,43222,433369,72457,826965,373998,479148,13685,581564,111442,212457,508717,65732,241700,21700,294582,993237,106523,22082,299258,313396,68794,252242,19804
2010/9/1,223322,28836,311848,106632,2281082,251901,183210,37313,34099,996417,499030,44649,65416,659626,311422,100423,102477,206948,622304,162026,57635,239253,273091,555538,214448,131549,287053,35051,45503,187273,43119,433568,72058,825077,371607,479304,13677,576548,111028,212584,508444,65677,241266,21722,296281,1000520,106274,22034,297615,314742,69406,250931,19790
2010/10/1,224692,29074,310253,107669,2286213,254159,183697,37144,34326,999100,501890,44883,65306,652560,307318,100573,102997,207132,624517,163364,57647,238923,272350,540474,214254,132378,288277,35169,45699,188007,42981,434367,71477,822587,369330,481849,13648,571281,110351,212008,507982,65571,240426,21861,298576,1009027,105998,22016,295353,315398,69787,249307,19887
2010/11/1,225351,29219,308300,108395,2282779,253905,183563,36787,34516,997587,502206,44923,65141,644224,301443,100225,103148,206350,624244,163902,57420,237180,270849,524379,212101,132849,288000,35240,45837,188075,42590,434395,70606,817173,366141,484306,13550,563324,109093,209858,505832,65230,238907,22062,300053,1014963,105607,21945,291848,314419,69706,246559,19991
2010/12/1,224691,29204,305231,108672,2269324,251318,182592,36243,34679,991872,499637,44781,64880,635347,294237,99308,102687,204412,621152,163416,56954,234463,268264,507411,208252,132900,285883,35166,45849,187345,41935,433192,69447,808786,362083,484725,13402,552393,107044,206037,501221,64587,236939,22196,300032,1016266,105109,21809,287205,311686,69099,242833,20012
2011/1/1,223050,29048,301543,108667,2250419,247413,181070,35618,34894,984422,495427,44595,64584,628312,287085,98136,101764,201759,616587,162052,56375,231719,265002,490972,203458,132766,282723,34940,45775,186094,41186,431388,68180,799419,358150,482684,13250,540611,104427,201340,495265,63764,235189,22195,298810,1014409,104606,21612,282253,307973,68088,238917,19872
2011/2/1,221068,28803,298371,108560,2231325,243038,179356,35025,35209,971514,491021,44465,64263,624643,281335,96946,100448,199119,612085,160182,55768,229528,261584,484549,199399,132620,278870,34584,45583,184666,40534,429539,66968,790796,355061,479103,13118,530511,101704,196843,489999,62940,234104,22015,296789,1011840,104182,21361,277887,304288,66830,235730,19582
2011/3/1,219118,28516,295923,108341,2214864,239008,177606,34522,35599,959929,487195,44446,63924,625034,277992,95833,98827,196899,608468,157999,55190,227902,258288,461639,197173,132555,274633,34159,45310,183366,40089,427838,65959,784050,353139,475516,13029,523596,99278,193416,486600,62221,233537,21649,294229,1010379,103877,21060,274748,301124,65440,233578,19172
2011/4/1,217555,28272,294153,108147,2204843,236233,176091,34173,36036,950576,484826,44627,63612,630125,277672,95011,97232,195475,606864,155814,54761,227111,255592,466631,196786,132787,270811,33792,45012,182610,39965,426771,65395,780694,352764,473639,13015,520431,97613,191615,486497,61723,233394,21183,291784,1012828,103781,20742,273585,298656,64186,232720,18733
2011/5/1,216575,28139,293128,108177,2203572,235246,175031,34012,36464,943931,484620,45042,63348,639461,280319,94638,96039,195099,607884,154138,54563,227406,253872,471760,197587,133306,268028,33591,44752,182567,40184,426756,65451,781931,354350,474601,13083,520624,97049,191598,490021,61551,233597,20743,290050,1021349,103945,20466,274589,297017,63346,233190,18407
2011/6/1,215586,28100,292167,108310,2205840,235510,174128,33953,36749,937649,485318,45553,63048,650227,284679,94578,95290,195193,609909,153087,54452,228149,252711,475046,198114,133822,265862,33526,44525,182863,40544,427311,65982,786573,357562,477649,13186,521545,97341,192483,495373,61608,233336,20390,288572,1033695,104241,20214,276662,295659,62909,234215,18236
2011/7/1,213828,28121,290402,108328,2204222,236068,172964,33867,36795,928868,484997,45985,62638,658886,288991,94559,94887,195000,610732,152583,54239,228431,251451,475064,197041,133825,263520,33463,44331,182930,40781,427714,66733,792542,361575,480983,13245,520035,98017,193024,500306,61747,231744,20126,286548,1046251,98865,19913,278590,293821,62701,234758,18202
2011/8/1,210835,28161,287469,108037,2194762,236375,171362,33667,36605,919579,482758,46205,62114,663106,291726,94300,94623,194042,609167,152437,53857,227819,249762,471714,193895,133175,260241,33270,44100,182330,40736,427624,67460,798598,365780,482847,13204,514284,98697,192536,503306,61870,228723,19921,283375,1026244,93402,19538,279503,291245,62471,234082,18269
2011/9/1,206426,28156,283270,107252,2175875,236130,169257,33294,36214,901134,478318,46071,61501,661138,291664,93606,94100,191886,604731,152265,53288,226143,247419,465383,189107,131858,255378,32875,43735,180761,40388,426784,67870,803917,369647,481781,13044,503818,98972,190799,503395,61880,224653,19730,278705,1002708,87880,19115,278771,287823,61966,231882,18332
2011/10/1,201128,28062,278365,106024,2149777,235261,166832,32780,35712,889308,472299,45607,60851,652777,288593,92454,93151,188551,598025,151912,52614,223663,244542,457022,183763,129838,249226,32290,43200,178254,39874,425517,67915,808986,373379,477657,12786,489988,98547,188166,500457,61708,220160,19519,272866,975870,82435,18686,276346,284029,61052,228487,18319
2011/11/1,195574,27863,273294,104462,2119222,233890,164333,32210,35173,876274,465560,44923,60188,639399,283085,90901,91860,184257,589735,151229,51895,220727,241385,447587,178699,127302,242398,31585,42497,175023,39320,424356,67591,813682,376725,470980,12459,475158,97397,185243,495072,61312,215799,19254,266306,946719,77201,18257,272514,280350,59751,224282,18179
2011/12/1,190392,27576,268902,102765,2087597,231893,162026,31691,34653,863099,458892,44109,59583,623626,276191,89145,90371,179434,580719,150088,51196,217738,238319,438404,174427,124560,235507,30880,41706,171529,38813,423687,66910,817764,379177,462956,12108,461271,95716,182503,488613,60705,211989,18944,259734,916813,72217,17836,267858,277230,58353,219744,17897
2012/1/1,186227,27254,265423,101166,2058815,229554,160162,31311,34189,851063,452962,43259,59120,608788,269343,87414,88870,174809,572020,148684,50622,215277,235789,430754,171358,121936,229139,30315,40886,168358,38479,423830,66028,821736,380822,455068,11787,449326,93794,180131,483227,59970,209017,18623,254107,888178,70197,17474,263226,274942,57238,215657,17532
2012/2/1,183546,26974,262572,99935,2035978,227825,158982,31130,33798,841491,448389,42496,58796,598076,263933,86047,87664,171068,564592,147456,50314,213891,234228,425529,169284,119853,224158,29979,40171,165946,38462,425296,65227,826681,382289,448732,11557,439902,92049,178343,480889,59278,207010,18366,250365,877452,62935,17231,259542,273849,56756,212955,17189
2012/3/1,182540,26801,260793,99299,2020962,226952,158694,31193,33503,835374,445459,41862,58567,593275,260808,85325,86987,168818,559161,146654,50344,213871,234007,423293,167999,118698,221104,29890,39743,164509,38858,428436,64739,833325,384091,445188,11451,433282,90953,177326,482930,58793,205908,18238,248912,841436,64034,17145,257304,274292,57049,212330,16963
2012/4/1,182457,26719,259689,99067,2009145,226447,158958,31412,33261,831024,443002,41237,58336,593027,259768,85003,86551,168083,554649,145981,50570,214694,234689,423041,167571,118335,219082,29947,39533,163630,39538,432233,64500,839838,385566,444265,11431,428393,90568,176664,488198,58499,204901,18209,248715,851105,64842,17183,255982,275861,57878,213298,16869
2012/5/1,182270,26667,258492,98937,1994708,225663,159281,31653,33004,826022,439781,40486,58039,594831,259919,84785,86075,168307,549708,144980,50815,215603,235594,423526,167640,118393,217329,30010,39431,162751,40283,435369,64408,843821,385850,445194,11461,423797,90676,175889,494541,58281,203148,18245,248684,856867,65169,17265,254827,277718,58860,214615,16863
2012/6/1,181272,26554,256650,98663,1973849,224053,159279,31798,32693,818528,435261,39517,57627,595989,260072,84470,85394,168822,543595,143070,50919,216035,236152,423712,167785,118282,215383,29960,39333,161351,40890,436559,64373,843556,384365,446835,11507,418879,90920,174738,499645,58008,200331,18310,248001,855973,65025,17311,253190,278890,59627,215165,16881
2012/7/1,179125,26311,254063,98044,1945187,221268,158708,31785,32340,807721,429509,38321,57066,594679,259466,83856,84512,169033,536109,140124,50783,215683,235992,422886,167503,117613,213135,29715,39159,159101,41221,435224,64337,838434,381109,448110,11544,413711,90969,173102,501820,57547,196610,18321,246198,847811,64529,17271,250533,272249,59926,214314,16828
2012/8/1,176226,26026,251261,97250,1912997,217659,157797,31685,32068,795363,423741,37021,56436,591942,258637,83126,83752,168873,528511,137075,50495,214832,235492,421641,166799,116578,211195,29326,38987,156381,41336,432537,64343,830726,377391,448808,11593,409774,90896,171303,501716,56911,192800,18229,243979,836108,63971,17136,247320,264835,59835,212560,16677
2012/9/1,173419,25841,248952,96605,1883541,213989,156973,31605,31986,784106,419366,35797,55853,590751,258510,82596,83397,168564,522466,135045,50237,214048,235303,421245,165849,115635,210248,28917,38970,153834,41355,429934,64528,823471,374570,449474,11677,409036,90967,169816,500837,56211,189799,18062,242465,826202,63567,16927,244509,257618,59578,210949,16461
2012/10/1,171088,25757,247365,96183,1857949,210575,156302,31564,32068,774659,416395,34727,55345,592422,259190,82254,83362,168067,518105,134501,50041,213463,235471,421790,164336,114976,209972,28540,39025,151629,41336,427559,64799,817333,372735,450020,11771,411570,91239,168540,499459,55481,187798,17835,242108,820771,63241,16671,242227,250970,59184,209913,16175
2012/11/1,169343,25727,246693,96024,1835968,207381,155749,31550,32250,767241,414334,33846,54936,596410,260260,82147,83424,167450,515147,135543,49925,213114,235896,422895,162476,114623,209826,28247,39066,149820,41345,425034,65035,812056,371522,450170,11855,416220,91692,167166,497707,54800,186608,17609,243035,820720,62872,16428,240518,245081,58659,210060,15878
2012/12/1,167975,25706,246658,96066,1815379,204180,155219,31523,32443,761133,412486,33150,54620,601129,261024,82190,83383,166771,512700,137726,49853,212830,236378,423669,160592,114443,209436,28042,39014,148265,41362,421895,65187,806710,370453,449755,11919,421491,92230,165410,495027,54232,185564,17437,244863,825003,62367,16227,239364,239791,57904,211299,15615
2013/1/1,166608,25679,246835,96242,1794354,200988,154696,31455,32576,755314,410466,32563,54380,605461,261007,82261,83151,166237,510074,140230,49756,212580,236904,423623,158752,114333,208813,27926,38887,146860,41289,418134,65201,800470,369110,449051,11949,426565,92816,163230,490811,53811,184059,17310,246880,831138,61740,16095,238775,238035,56898,212798,15365
2013/2/1,164880,25627,246692,96398,1771965,197932,154101,31295,32598,748484,407908,32005,54219,608400,259818,82221,82644,166003,506874,142079,49562,212165,237379,422712,156944,113911,208016,27886,38729,145446,41031,413468,65018,792728,367223,431848,11933,430420,93269,160631,484741,53519,181639,17202,248270,835777,61031,16030,238526,230040,55743,213660,15107
2013/3/1,162670,25535,245715,96337,1747530,195103,153296,30987,32461,739560,404325,31435,54100,609111,257090,81902,81927,165893,502712,142624,49191,211231,237549,420892,155030,112912,207134,27874,38493,143767,40535,407548,64613,783346,364852,415316,11868,432107,93346,157680,477122,53327,178122,17079,248305,835833,60290,15982,238276,231229,54561,213210,14821
2013/4/1,160403,25418,244145,96053,1723056,192616,152317,30546,32180,729232,399796,30891,53994,607810,253023,81347,81192,165718,497997,141812,48679,209604,237389,418894,153048,111453,206508,27828,38232,141827,39888,400719,64123,773791,362777,399518,11781,431940,93074,154664,469134,53251,173950,16939,246987,831373,59635,15912,237896,231710,53520,211459,14524
2013/5/1,158674,25348,242502,95673,1702164,190658,151378,30046,31903,719392,395068,30491,53935,605607,248464,80684,80612,165641,493635,140050,48110,207803,237145,417701,151250,109859,206181,27744,38011,139876,39296,393849,63782,766225,362008,384221,11695,431381,92756,151912,462500,53297,169791,16804,244952,824899,59178,15813,237706,231757,52811,209095,14279
2013/6/1,157779,25393,241109,95295,1686464,189218,150557,29556,31752,711439,390625,30329,53951,603303,244201,80023,80152,165695,490036,138055,47586,206316,236896,417650,149761,108626,205873,27640,37801,138080,38907,387409,63719,761416,362707,368850,11622,431805,92672,149593,458085,53417,166040,16699,242764,818725,58863,15697,237984,231806,52541,206854,14111
2013/7/1,157600,25495,239897,94891,1673655,187730,149677,29104,31676,705016,386330,30405,53988,600942,240206,79385,79623,165499,486608,136174,47111,204942,236373,417843,148484,107746,205218,27537,37543,136375,38729,380861,63895,757424,363590,352700,11574,432801,92795,147566,455293,53513,162567,16624,240627,813489,58553,15564,238311,231811,52612,205140,14045
2013/8/1,157433,25505,238117,94095,1656258,185156,148161,28623,31503,697379,380993,30571,53878,596298,235119,78573,78608,164291,481278,133704,46499,202907,234696,415786,146880,106640,203613,27350,37093,134301,38544,372512,64043,749417,361965,342405,11513,431721,92691,145230,451447,53390,158660,16519,237536,805928,57989,15373,237590,230622,52742,203247,14031
2013/9/1,156825,25390,235420,92718,1630816,181151,145770,28104,31157,687359,374263,30692,53558,588244,228334,77510,77055,162022,473129,130287,45700,199980,231583,410515,144827,105052,201380,27017,36402,131688,38167,362092,64002,735115,356576,313319,11421,426451,92137,142549,445022,52940,153792,16327,232872,794517,57105,15115,235387,227736,52830,200369,14011
2013/10/1,156137,25279,232491,91055,1602712,176397,143047,27652,30753,677273,367669,30737,53178,578716,220904,76572,75371,159425,463855,126546,44890,196869,228003,403591,142964,103455,199918,26636,35811,129134,37619,351463,63908,717452,348912,308318,11329,417455,91349,140349,437306,52297,148408,16091,227416,781618,56184,14850,232812,224238,53029,196881,14002
2013/11/1,155687,25241,229436,89286,1576154,172093,140386,27315,30373,668547,362243,30680,49863,569096,213976,75894,73807,156904,454895,123034,44191,194016,224629,396724,141582,102191,199742,26248,35518,126880,36932,341903,63806,699219,340609,303964,11227,405588,90355,139083,429208,51546,143187,15862,221837,768097,55309,14623,230631,220936,53329,192973,13952
2013/12/1,155439,25246,226236,87436,1552267,168744,137878,27079,30046,661340,358238,30499,46620,559218,208356,75406,72476,154532,446861,120275,43610,191463,221605,390687,140478,101249,200389,25856,35430,124863,36168,333523,63593,681748,332607,300960,11096,391669,89025,138644,421490,50699,138654,15663,216521,753688,54419,14446,229006,218150,53651,188698,13820
2014/1/1,155029,25231,223010,85449,1529097,165614,135383,26883,29754,654696,355123,30188,43528,547499,204140,74970,71341,151957,439421,118528,43039,188921,218644,385124,139392,100442,200859,25438,35336,122850,35368,325675,63210,665256,325135,298889,10937,376585,87191,138389,414235,49701,134988,15509,211669,737912,53459,14278,227687,215692,53817,184274,13633
2014/2/1,154223,25176,219927,83382,1504882,161872,132858,26670,29502,647833,352504,29797,40624,532876,201157,74463,70399,148769,432175,118044,42363,186418,215582,379497,137955,99686,200300,24984,35108,120715,34571,318097,62718,649834,318295,296863,10767,362191,84954,137655,407292,48519,132437,15389,207705,721554,52469,14105,226349,213189,53652,179721,13422
2014/3/1,153166,25138,217335,81539,1481678,157441,130587,26459,29375,641427,350881,29446,37992,516285,199328,73979,69645,145052,425825,119421,41615,184546,212817,373542,136017,99021,198372,24573,34776,118671,33887,311529,62313,636261,312243,294952,10626,350832,82725,136345,401208,47240,131563,15299,205322,707527,51643,13980,225266,210903,53240,175516,13258
2014/4/1,151835,25153,215233,80083,1460302,152260,128701,26258,29385,635285,350119,29174,35611,499029,198011,73583,69031,140832,420596,122679,40824,183387,210516,366868,133498,98253,195353,24265,34381,116771,33347,306360,62088,623990,306290,293407,10542,343117,80756,134569,395448,45968,132494,15224,204475,696883,51077,13933,224459,209047,52704,171921,13201
2014/5/1,150017,25156,213351,78890,1438754,146211,127014,26023,29412,628142,348932,28879,34685,482035,196155,73194,68405,135875,415757,127092,39966,182164,208365,358978,130376,97242,191594,24022,33892,114844,32824,302227,61905,611172,299187,291892,10527,337582,78977,132401,388887,44720,134751,15109,204079,688007,50757,13936,223182,207420,52096,168661,13213
2014/6/1,147853,25084,211695,77864,1417330,139731,125473,25741,29383,619965,346509,28501,30807,466575,193480,72759,67691,130454,411147,131995,39077,180399,206265,349995,127070,95928,187667,23835,33319,112919,32250,299204,61704,597853,290984,290256,10589,332470,77425,130213,381129,43532,137803,14959,203334,679936,50708,13958,221026,206055,51537,165362,13309
2014/7/1,145597,24924,210421,76982,1397599,133711,124098,25401,29337,611681,342693,28056,31142,453314,190479,72272,66903,125214,406983,136959,38256,178373,204230,340565,124181,94461,184146,23697,32744,111156,31656,297479,61447,585642,282926,288235,10700,327120,76153,128439,372895,42429,141105,14835,201969,671669,50879,13987,218320,205242,51142,161841,13436
2014/8/1,143429,24668,209636,76296,1380808,128935,122840,25021,29305,604141,337689,27601,31294,442300,188106,71753,66136,120698,403498,141626,37609,176527,202226,331756,122093,93067,181338,23587,32251,109655,31118,296855,61105,575948,276172,285947,10818,321768,75164,127133,365820,41406,144118,14784,200213,662652,51170,14020,215508,205109,50937,158481,13471
2014/9/1,141250,24290,209117,75726,1365439,125349,121516,24606,29270,597145,331781,27173,31257,432604,186458,71064,65438,116832,400228,145471,37084,174919,200007,323429,120691,91659,179060,23483,31790,108383,30672,296506,60722,568593,271073,283175,10895,316199,74357,125795,360708,40419,146425,14783,198271,651774,51448,14022,212780,205283,50800,155594,13333
2014/10/1,138693,23794,207979,75026,1346860,122535,119733,24119,29134,589167,324839,26741,31003,422509,184597,69998,64718,113224,395854,147811,36520,173238,196956,314365,119523,89994,176706,23286,31183,106949,30231,295080,60315,561425,266661,279324,10891,310126,73489,123709,357011,39395,147477,14770,195724,637462,51514,13935,209908,204613,50599,152895,13003
2014/11/1,135813,23268,205975,74203,1323788,120023,117468,23589,28872,579865,317329,26296,30618,411946,181803,68577,64176,109930,390047,148460,35808,171333,193030,304090,118073,88044,174385,22965,30456,105308,29739,292136,60013,553821,262434,274761,10821,304078,72679,120705,354267,38321,147043,14687,192577,620956,51343,13730,206898,202513,50415,150061,12562
2014/12/1,133393,22868,203675,73525,1300776,117857,115223,23138,28590,571137,310666,25890,30319,402698,178063,67159,64104,107350,384078,147958,34993,169567,189040,293977,116437,86291,172739,22610,29902,103823,29249,288611,60098,547321,258780,271087,10767,299520,72473,117423,352874,37330,145928,14559,189591,605779,51160,13460,204368,199589,50482,147470,12157
2015/1/1,131985,22688,201312,73083,1280942,116435,113331,22838,28354,564168,305659,25546,30221,396152,173733,65998,64462,105591,378661,146880,34180,168090,185582,285638,115021,85000,171726,22298,29652,102511,28793,285181,60651,542353,255543,269639,10796,297012,73211,114635,352877,36559,144879,14430,187253,594325,51038,13194,202566,196696,50936,145465,11923
2015/2/1,131673,22719,199308,72785,1265047,115506,111920,22694,28166,559218,302282,25178,30368,393157,169296,65189,65019,104690,373743,145551,33417,166731,182900,279517,114168,84190,170997,22100,29699,101358,28374,282185,61565,538486,252156,270874,10937,295923,74855,112835,353828,36029,144092,14339,185458,587606,51033,12966,201303,194638,51818,144085,11922
2015/3/1,132024,22831,197683,72283,1249688,114337,110709,22621,27950,554816,299384,24680,30640,392719,164907,64544,65352,104297,368044,143641,32638,164939,180571,274998,113849,83567,169755,22004,29922,100156,27883,278874,62501,533822,247796,273536,11159,294404,76889,111796,354145,35580,143024,14278,183470,583837,51118,12756,199525,193303,52884,142782,12116
2015/4/1,132614,22879,196399,71310,1231739,112510,109449,22530,27660,549727,296187,24083,30915,392931,160792,63879,65122,104019,360459,140997,31822,162619,178181,270994,113788,82870,167265,21977,30204,98848,27232,274433,63121,526909,242138,276044,11397,291289,78688,111181,353228,35045,141173,14218,180938,581180,51246,12567,196425,192371,53799,141124,12400
2015/5/1,133049,22821,195429,69846,1209970,109954,108040,22395,27304,543577,292473,23472,31129,391868,157130,63156,64235,103567,350620,137967,30991,160083,175564,266368,113792,81953,163416,21994,30449,97460,26464,268559,63246,517162,235185,277122,11576,286399,79809,110581,350997,34358,138502,14139,177838,579318,51362,12404,192073,191636,54235,139017,12661
2015/6/1,132988,22690,194620,67999,1184713,106790,106471,22225,26924,536342,288285,22904,31192,389160,153899,62438,62866,102829,338796,134893,30157,157614,172706,260797,113684,80858,158767,22018,30626,96017,25667,261391,62917,504685,227307,276101,11654,280445,80136,109548,347910,33567,135205,14009,174242,578704,51441,12270,186972,190925,54018,136665,12803
2015/7/1,132483,22576,193875,65985,1158791,103480,104969,22067,26582,528825,284139,22428,31133,386180,151270,61892,61380,102100,326249,131947,29379,155397,169934,254688,113417,80033,153952,22039,30704,94641,24928,253617,62370,491332,219721,273410,11637,274913,79899,108094,344767,32803,131774,13819,170433,580450,51531,12153,181958,190672,53242,134510,12800
2015/8/1,131805,22544,192937,63983,1135396,100491,103741,21945,26305,521898,280514,22040,31035,384626,149383,61594,60138,101787,314516,129551,28722,153330,167528,248601,113128,79748,149520,22091,30690,93414,24278,245952,61871,479647,213951,269853,11584,271232,79439,106430,341900,32174,128714,13597,166534,584340,51651,12035,177756,191209,52197,132824,12772
2015/9/1,131083,22586,191415,62078,1115327,98064,102680,21824,26058,515344,277359,21680,30884,385132,148254,61550,59288,101995,304363,127951,28187,151107,165298,242954,112831,79926,145637,22151,30621,92206,23670,238552,61443,470460,210483,265924,11557,270094,79026,104674,339465,31689,126127,13369,162361,587926,51706,11901,174521,192067,51189,131533,12819
2015/10/1,130565,22697,189396,60403,1099919,96382,101756,21697,25841,509396,274909,21339,30733,388222,148248,61718,58934,102692,296318,127311,27820,148724,163234,238844,112830,80386,142488,22241,30545,91042,23098,232164,61147,464749,209568,262300,11640,271758,79065,103061,337949,31344,124279,13170,158150,590060,51703,11758,172279,193033,50476,130578,13030
2015/11/1,130370,22877,187313,58954,1089888,95463,100981,21562,25656,504612,273446,21041,30655,394208,149628,61985,58975,103523,290344,127597,27646,146346,161433,236907,113369,80805,140205,22393,30516,89998,22594,227784,61079,462871,210779,259481,11891,276016,79748,101815,337949,31124,123385,13027,154392,590950,51765,11607,170868,194217,50152,129965,13502
2015/12/1,130175,23088,185261,57606,1082097,95069,100081,21374,25415,499996,272292,20765,30581,401484,151800,62133,59059,103984,285231,128237,27555,143924,159517,236513,114090,80694,138416,22558,30479,88896,22135,225428,61147,462741,212287,257007,12261,281461,80799,100757,339188,30939,122844,12926,151076,590447,51860,11421,169526,195147,50108,129315,14250
2016/1/1,129747,23272,183398,56352,1074186,94864,98894,21142,25085,494823,270788,20513,30468,407415,153754,62078,59022,103820,280155,128780,27421,141377,157185,236861,114537,79889,137029,22693,30436,87731,21730,224505,61260,462285,212711,254391,12667,286014,81923,99877,340902,30698,122101,12861,148180,589132,51924,11209,167737,195336,50166,128212,15157
2016/2/1,129076,23424,181935,55291,1066317,94786,97497,20933,24717,489577,268966,20360,30326,409956,154845,61964,58934,102949,275204,129213,27220,138967,154522,237799,114674,78647,136309,22785,30442,86554,21447,224486,61466,461033,211911,251688,13033,288352,83026,99443,342842,30408,121018,12865,146055,589237,51929,11023,165822,194937,50104,126841,16057
2016/3/1,128044,23542,180739,54445,1058236,94744,95952,20778,24362,484466,266831,20294,30158,407804,154672,61917,58909,101461,270476,129460,26950,136861,151628,239094,114609,77255,136552,22812,30490,85320,21338,224747,61847,459191,210321,248870,13283,288144,84072,99479,344687,30103,119508,12950,144905,592358,51720,10888,164397,194234,49744,125375,16749
2016/4/1,126915,23662,179836,53912,1051594,94672,94466,20711,24125,480619,265018,20235,30028,402226,153384,62010,59093,99984,266766,129733,26659,135297,148855,240439,114612,76111,138035,22781,30602,84093,21421,225085,62504,458206,209089,246176,13380,286587,85165,99853,346459,29840,117710,13129,144997,599706,51291,10814,164185,193664,49189,124130,17102
2016/5/1,126223,23805,179269,53678,1048270,94485,93189,20759,24081,479006,264341,20154,29987,395612,151268,62206,59571,99196,264927,130096,26422,134399,146484,241668,114990,75540,140542,22731,30824,83011,21594,225382,63415,459759,209461,244445,13318,285330,86275,100289,348192,29656,115711,13390,146321,610415,50778,10792,165482,193410,48683,123293,17099
